R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,no_of_rounds,R_Height,R_Weight,R_Reach,R_Stance,R_DOB,B_height,B_Weight,B_Reach,B_Stance,B_DOB
Anthony Johnson,Daniel Cormier,1,0,0.46,0.56,0.5,0.37,0,3,0,4,0,0,Submission,3,2:39,5 Rnd (5-5-5-5-5),John McCarthy,"May 23, 2015","Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Blue,50,23,41,23,56,28,92,70,2,1,8,3,45,18,37,20,3,3,2,2,2,2,2,1,38,15,17,5,11,7,4,3,1,1,20,15,Light Heavyweight,5,187.96,205.0,198.12,Orthodox,"Mar 06, 1984",180.34,235.0,182.88,Orthodox,"Mar 20, 1979"
Chris Weidman,Vitor Belfort,0,0,0.66,0.56,0.5,0.0,0,0,2,0,0,0,KO/TKO,1,2:53,5 Rnd (5-5-5-5-5),Herb Dean,"May 23, 2015","Las Vegas, Nevada, USA",UFC Middleweight Title Bout,Red,69,46,32,18,73,50,36,19,2,1,0,0,67,46,28,15,2,0,4,3,0,0,0,0,12,3,21,10,0,0,11,8,57,43,0,0,Middleweight,5,187.96,185.0,198.12,Orthodox,"Jun 17, 1984",182.88,185.0,187.96,Southpaw,"Apr 01, 1977"
Donald Cerrone,John Makdessi,0,0,0.41,0.55,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,4:44,3 Rnd (5-5-5),Jason Herzog,"May 23, 2015","Las Vegas, Nevada, USA",Lightweight Bout,Red,171,71,129,72,171,71,129,72,0,0,0,0,140,43,65,25,8,5,51,34,23,23,13,13,168,69,126,70,3,2,3,2,0,0,0,0,Lightweight,3,185.42,155.0,185.42000000000002,Orthodox,"Mar 29, 1983",172.72,155.0,172.72,Orthodox,"May 03, 1985"
Travis Browne,Andrei Arlovski,1,1,0.39,0.6,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:41,3 Rnd (5-5-5),Mark Smith,"May 23, 2015","Las Vegas, Nevada, USA",Heavyweight Bout,Blue,38,15,85,51,38,15,85,51,0,0,0,0,31,9,73,42,5,4,10,7,2,2,2,2,35,13,43,20,1,1,39,28,2,1,3,3,Heavyweight,3,198.12,255.0,200.66,Orthodox,"Jul 17, 1982",190.5,240.0,195.58,Orthodox,"Feb 04, 1979"
Joseph Benavidez,John Moraga,0,0,0.57,0.56,0.66,0.0,0,0,8,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"May 23, 2015","Las Vegas, Nevada, USA",Flyweight Bout,Red,109,63,75,42,168,116,92,55,6,4,3,0,73,35,42,14,18,12,26,21,18,16,7,7,61,26,51,21,20,15,19,17,28,22,5,4,Flyweight,3,162.56,125.0,165.1,Southpaw,"Jul 31, 1984",167.64000000000001,125.0,167.64000000000001,Orthodox,"Mar 20, 1984"
John Dodson,Zach Makovsky,0,0,0.31,0.43,0.66,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 23, 2015","Las Vegas, Nevada, USA",Flyweight Bout,Red,98,31,85,37,99,32,87,39,3,2,17,0,76,13,56,14,14,11,12,9,8,7,17,14,77,19,77,31,20,12,8,6,1,0,0,0,Flyweight,3,160.02,135.0,167.64000000000001,Orthodox,"Sep 26, 1984",162.56,125.0,162.56,Southpaw,"Apr 19, 1983"
Dong Hyun Kim,Joshua Burkman,0,0,0.68,0.45,0.12,0.0,1,0,2,0,0,0,Submission,3,2:13,3 Rnd (5-5-5),Jason Herzog,"May 23, 2015","Las Vegas, Nevada, USA",Welterweight Bout,Red,44,30,44,20,165,135,46,21,8,1,2,0,37,26,29,9,6,3,7,4,1,1,8,7,13,4,26,11,11,7,18,9,20,19,0,0,Welterweight,3,187.96,170.0,193.04,Southpaw,"Nov 17, 1981",177.8,170.0,182.88,Orthodox,"Apr 10, 1980"
Uriah Hall,Rafael Natal,0,0,0.58,0.43,0.33,0.09,0,0,0,2,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,"May 23, 2015","Las Vegas, Nevada, USA",Middleweight Bout,Blue,74,43,103,45,78,47,125,63,3,1,11,1,40,15,62,15,21,15,14,6,13,13,27,24,70,41,85,31,4,2,17,14,0,0,1,0,Middleweight,3,182.88,185.0,200.66,Orthodox,"Jul 31, 1984",182.88,185.0,193.04,Orthodox,"Dec 25, 1982"
Mike Pyle,Colby Covington,0,0,0.61,0.5,0.0,0.2,2,0,2,2,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"May 23, 2015","Las Vegas, Nevada, USA",Welterweight Bout,Blue,26,16,51,26,46,33,129,95,0,0,10,2,16,10,48,23,9,5,1,1,1,1,2,2,16,7,23,6,3,2,6,4,7,7,22,16,Welterweight,3,182.88,170.0,187.96,Orthodox,"Sep 18, 1975",180.34,170.0,182.88,Orthodox,"Feb 22, 1988"
Islam Makhachev,Leo Kuntz,0,0,0.64,0.28,0.6,0.0,1,0,3,0,0,0,Submission,2,2:38,3 Rnd (5-5-5),,"May 23, 2015","Las Vegas, Nevada, USA",Lightweight Bout,Red,50,32,25,7,80,53,30,11,5,3,0,0,44,27,14,2,4,3,4,1,2,2,7,4,29,17,24,7,14,9,1,0,7,6,0,0,Lightweight,3,177.8,155.0,177.8,Orthodox,"Oct 27, 1991",177.8,155.0,187.96,Orthodox,"Oct 03, 1983"
Justin Scoggins,Joshua Sampo,0,0,0.5,0.38,0.5,0.14,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"May 23, 2015","Las Vegas, Nevada, USA",Flyweight Bout,Red,128,64,91,35,128,64,129,72,2,1,7,1,87,31,58,17,32,26,23,10,9,7,10,8,125,62,80,28,3,2,10,6,0,0,1,1,Flyweight,3,170.18,125.0,167.64000000000001,Southpaw,"May 02, 1992",162.56,125.0,162.56,Orthodox,"Jul 24, 1984"
Frankie Edgar,Urijah Faber,0,0,0.32,0.32,0.38,0.0,0,0,2,0,0,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Perceval,"May 16, 2015","Manila, Philippines",Featherweight Bout,Red,258,83,147,48,266,91,149,50,13,5,3,0,197,40,125,34,29,15,19,11,32,28,3,3,227,61,143,45,29,20,4,3,2,2,0,0,Featherweight,5,167.64000000000001,145.0,172.72,Orthodox,"Oct 16, 1981",167.64000000000001,135.0,170.18,Orthodox,"May 14, 1979"
Gegard Mousasi,Costas Philippou,0,0,0.65,0.19,1.0,0.0,0,0,6,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,"May 16, 2015","Manila, Philippines",Middleweight Bout,Red,85,56,46,9,182,137,49,12,4,4,1,0,66,38,28,3,10,9,10,2,9,9,8,4,47,22,46,9,0,0,0,0,38,34,0,0,Middleweight,3,187.96,185.0,193.04,Orthodox,"Aug 01, 1985",180.34,185.0,185.42000000000002,Orthodox,"Nov 29, 1979"
Mark Munoz,Luke Barnatt,0,0,0.49,0.43,0.56,0.5,0,0,3,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Terry Hill,"May 16, 2015","Manila, Philippines",Middleweight Bout,Red,71,35,96,42,79,43,154,98,16,9,2,1,61,30,74,27,9,4,21,14,1,1,1,1,41,18,65,20,9,5,28,20,21,12,3,2,Middleweight,3,182.88,185.0,182.88,Orthodox,"Feb 09, 1978",198.12,185.0,195.58,Orthodox,"Apr 13, 1988"
Hyun Gyu Lim,Neil Magny,0,0,0.41,0.57,0.0,0.5,0,0,0,6,0,1,KO/TKO,2,1:24,3 Rnd (5-5-5),Steve Perceval,"May 16, 2015","Manila, Philippines",Welterweight Bout,Blue,36,15,75,43,36,15,102,64,0,0,4,2,32,12,64,34,3,2,4,2,1,1,7,7,22,7,22,8,14,8,11,9,0,0,42,26,Welterweight,3,190.5,170.0,195.58,Orthodox,"Jan 16, 1985",190.5,170.0,203.2,Orthodox,"Aug 03, 1987"
Phillipe Nover,Yui Chul Nam,0,0,0.5,0.48,0.5,0.66,0,1,0,3,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,"May 16, 2015","Manila, Philippines",Featherweight Bout,Red,24,12,60,29,74,54,92,56,12,6,3,2,18,7,42,15,5,4,5,3,1,1,13,11,10,3,8,1,9,7,19,16,5,2,33,12,Featherweight,3,175.26,145.0,182.88,Orthodox,"Feb 03, 1984",175.26,145.0,175.26,Orthodox,"Jul 16, 1981"
Mark Eddiva,Levan Makashvili,0,0,0.41,0.47,0.0,0.53,0,0,0,4,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Terry Hill,"May 16, 2015","Manila, Philippines",Featherweight Bout,Blue,77,32,57,27,82,36,98,63,4,0,13,7,41,5,35,11,13,11,13,8,23,16,9,8,62,19,32,9,15,13,19,13,0,0,6,5,Featherweight,3,172.72,145.0,172.72,Orthodox,"Feb 16, 1986",172.72,145.0,172.72,Orthodox,"Jan 07, 1989"
Tae Hyun Bang,Jon Tuck,0,1,0.35,0.41,1.0,0.0,0,1,0,2,0,0,Submission,1,3:56,3 Rnd (5-5-5),,"May 16, 2015","Manila, Philippines",Lightweight Bout,Blue,34,12,31,13,34,12,31,13,1,1,0,0,24,6,23,7,5,3,4,4,5,3,4,2,33,12,23,9,1,0,4,2,0,0,4,2,Lightweight,3,175.26,155.0,180.34,Switch,"Apr 15, 1983",180.34,155.0,185.42000000000002,Orthodox,"Aug 28, 1984"
Zhang Lipeng,Kajan Johnson,0,0,0.42,0.39,0.5,0.27,0,1,1,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,"May 16, 2015","Manila, Philippines",Lightweight Bout,Blue,47,20,51,20,81,51,54,23,2,1,11,3,31,6,36,10,4,4,6,2,12,10,9,8,32,13,34,8,8,6,11,9,7,1,6,3,Lightweight,3,180.34,155.0,180.34,Southpaw,"Mar 10, 1990",180.34,155.0,190.5,Orthodox,"Apr 21, 1984"
Li Jingliang,Dhiego Lima,1,0,0.33,0.37,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:25,3 Rnd (5-5-5),Terry Hill,"May 16, 2015","Manila, Philippines",Welterweight Bout,Red,39,13,16,6,39,13,16,6,0,0,0,0,38,13,14,5,0,0,2,1,1,0,0,0,24,4,16,6,0,0,0,0,15,9,0,0,Welterweight,3,182.88,170.0,180.34,Orthodox,"Mar 20, 1988",187.96,170.0,187.96,Orthodox,"Jan 31, 1989"
Ning Guangyou,Royston Wee,0,0,0.5,0.56,1.0,0.0,0,0,0,0,0,0,KO/TKO,2,4:59,3 Rnd (5-5-5),Steve Perceval,"May 16, 2015","Manila, Philippines",Bantamweight Bout,Red,92,46,32,18,130,77,43,29,2,2,0,0,68,30,15,3,13,8,6,6,11,8,11,9,82,39,32,18,1,0,0,0,9,7,0,0,Bantamweight,3,162.56,145.0,162.56,Southpaw,"Dec 15, 1981",170.18,135.0,170.18,Orthodox,"Nov 15, 1986"
Roldan Sangcha-an,Jon Delos Reyes,0,1,0.5,0.42,0.66,1.0,0,3,3,3,0,1,Submission,2,3:13,3 Rnd (5-5-5),Greg Kleynjans,"May 16, 2015","Manila, Philippines",Flyweight Bout,Blue,54,27,54,23,61,32,67,36,3,2,1,1,40,15,46,18,10,8,7,4,4,4,1,1,31,12,26,7,16,11,8,5,7,4,20,11,Flyweight,3,162.56,125.0,165.1,Orthodox,"Dec 04, 1990",167.64000000000001,125.0,170.18,Orthodox,"Aug 19, 1987"
Nolan Ticman,Yao Zhikui,0,0,0.47,0.08,0.0,0.16,0,0,0,0,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Terry Hill,"May 16, 2015","Manila, Philippines",Flyweight Bout,Blue,109,52,108,9,109,52,112,12,5,0,6,1,73,24,104,7,12,6,3,1,24,22,1,1,73,20,100,6,28,25,8,3,8,7,0,0,Flyweight,3,167.64000000000001,125.0,175.26,Orthodox,"May 17, 1988",165.1,125.0,162.56,Orthodox,"Feb 07, 1991"
Stipe Miocic,Mark Hunt,0,0,0.62,0.34,0.75,0.0,0,0,5,0,0,0,KO/TKO,5,2:47,5 Rnd (5-5-5-5-5),John Sharp,"May 09, 2015","Adelaide, South Australia, Australia",Heavyweight Bout,Red,180,113,96,33,464,361,109,46,8,6,0,0,172,105,89,29,7,7,2,0,1,1,5,4,95,48,90,30,18,8,6,3,67,57,0,0,Heavyweight,5,193.04,240.0,203.2,Orthodox,"Aug 19, 1982",177.8,265.0,182.88,Orthodox,"Mar 23, 1974"
Brad Tavares,Robert Whittaker,0,1,0.28,0.71,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:44,3 Rnd (5-5-5),Steve Perceval,"May 09, 2015","Adelaide, South Australia, Australia",Middleweight Bout,Blue,7,2,14,10,7,2,14,10,0,0,0,0,5,0,12,9,0,0,1,0,2,2,1,1,7,2,11,7,0,0,0,0,0,0,3,3,Middleweight,3,185.42,185.0,187.96,Orthodox,"Dec 21, 1987",182.88,185.0,185.42000000000002,Orthodox,"Dec 20, 1990"
Anthony Perosh,Sean O'Connell,0,0,0.6,0.52,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:56,3 Rnd (5-5-5),Greg Kleynjans,"May 09, 2015","Adelaide, South Australia, Australia",Light Heavyweight Bout,Blue,5,3,38,20,5,3,38,20,0,0,0,0,5,3,33,18,0,0,4,1,0,0,1,1,5,3,21,9,0,0,17,11,0,0,0,0,Light Heavyweight,3,190.5,205.0,190.5,Orthodox,"Oct 05, 1972",185.42,205.0,187.96,Orthodox,"Sep 02, 1983"
Jake Matthews,James Vick,0,0,0.14,0.38,0.5,0.0,0,1,0,1,0,0,Submission,1,4:53,3 Rnd (5-5-5),Steve Perceval,"May 09, 2015","Adelaide, South Australia, Australia",Lightweight Bout,Blue,28,4,26,10,28,4,35,19,2,1,1,0,25,4,17,5,3,0,4,2,0,0,5,3,28,4,24,8,0,0,2,2,0,0,0,0,Lightweight,3,180.34,170.0,185.42000000000002,Orthodox,"Aug 19, 1994",190.5,155.0,193.04,Orthodox,"Feb 23, 1987"
Hatsu Hioki,Dan Hooker,0,1,0.34,0.34,0.4,0.0,0,0,1,0,0,1,KO/TKO,2,4:13,3 Rnd (5-5-5),John Sharp,"May 09, 2015","Adelaide, South Australia, Australia",Featherweight Bout,Blue,92,32,61,21,98,38,74,34,5,2,0,0,70,23,49,18,21,8,4,1,1,1,8,2,92,32,55,17,0,0,3,2,0,0,3,2,Featherweight,3,180.34,145.0,177.8,Orthodox,"Jul 18, 1983",182.88,155.0,190.5,Switch,"Feb 13, 1990"
Kyle Noke,Jonavin Webb,0,1,0.37,0.34,0.0,0.25,0,2,1,2,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,"May 09, 2015","Adelaide, South Australia, Australia",Welterweight Bout,Red,82,31,67,23,98,44,80,33,0,0,8,2,53,13,56,19,2,2,6,2,27,16,5,2,62,22,56,18,0,0,7,3,20,9,4,2,Welterweight,3,185.42,170.0,193.04,Southpaw,"Mar 18, 1980",177.8,170.0,180.34,Orthodox,"Apr 28, 1989"
Daniel Kelly,Sam Alvey,0,1,0.25,0.61,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:49,3 Rnd (5-5-5),Steve Perceval,"May 09, 2015","Adelaide, South Australia, Australia",Middleweight Bout,Blue,8,2,13,8,8,2,13,8,0,0,0,0,7,1,13,8,0,0,0,0,1,1,0,0,8,2,11,6,0,0,0,0,0,0,2,2,Middleweight,3,182.88,185.0,177.8,Southpaw,"Oct 31, 1977",187.96,205.0,190.5,Southpaw,"May 06, 1986"
Bec Rawlings,Lisa Ellis,0,0,0.52,0.41,0.0,0.33,1,0,2,1,0,0,Submission,1,4:09,3 Rnd (5-5-5),John Sharp,"May 09, 2015","Adelaide, South Australia, Australia",Women's Strawweight Bout,Red,40,21,17,7,55,33,18,8,0,0,3,1,35,17,14,6,5,4,3,1,0,0,0,0,14,4,9,2,15,10,6,3,11,7,2,2,Women's Strawweight,3,167.64000000000001,125.0,162.56,Orthodox,"Feb 11, 1989",162.56,115.0,157.48,,"Nov 15, 1982"
Dylan Andrews,Bradley Scott,2,0,0.44,0.56,0.5,0.25,1,1,0,2,0,1,Submission,2,4:54,3 Rnd (5-5-5),Greg Kleynjans,"May 09, 2015","Adelaide, South Australia, Australia",Middleweight Bout,Blue,56,25,75,42,63,32,100,64,2,1,4,1,36,10,66,35,14,11,9,7,6,4,0,0,37,11,40,17,17,12,26,17,2,2,9,8,Middleweight,3,185.42,185.0,185.42000000000002,Switch,"Nov 15, 1979",185.42,170.0,193.04,,"Jun 24, 1989"
Alex Chambers,Kailin Curran,0,0,0.4,0.42,0.4,0.5,2,0,0,1,0,0,Submission,3,3:15,3 Rnd (5-5-5),Steve Perceval,"May 09, 2015","Adelaide, South Australia, Australia",Women's Strawweight Bout,Red,109,44,190,81,121,53,239,123,5,2,4,2,63,18,146,50,21,14,22,13,25,12,22,18,88,34,140,54,21,10,37,18,0,0,13,9,Women's Strawweight,3,160.02,115.0,160.02,,"Oct 25, 1978",162.56,115.0,165.1,Orthodox,"Apr 11, 1991"
Vik Grujic,Brendan O'Reilly,0,0,0.55,0.49,0.33,0.6,1,1,1,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,"May 09, 2015","Adelaide, South Australia, Australia",Welterweight Bout,Blue,106,59,85,42,156,103,127,83,3,1,10,6,89,42,59,23,15,15,22,15,2,2,4,4,40,18,30,11,66,41,51,27,0,0,4,4,Welterweight,3,180.34,170.0,185.42000000000002,Orthodox,"Feb 06, 1977",170.18,170.0,175.26,Orthodox,"Jun 24, 1987"
Alptekin Ozkilic,Ben Nguyen,0,2,0.3,0.45,0.33,0.0,0,0,0,0,0,0,KO/TKO,1,4:59,3 Rnd (5-5-5),Greg Kleynjans,"May 09, 2015","Adelaide, South Australia, Australia",Flyweight Bout,Blue,49,15,60,27,62,28,60,27,3,1,1,0,45,13,49,18,4,2,2,2,0,0,9,7,32,7,48,18,6,3,3,1,11,5,9,8,Flyweight,3,165.1,125.0,165.1,Orthodox,"Mar 27, 1986",165.1,125.0,165.1,Switch,"Aug 03, 1988"
Demetrious Johnson,Kyoji Horiguchi,0,0,0.54,0.34,0.63,0.2,1,0,6,0,0,0,Submission,5,4:59,5 Rnd (5-5-5-5-5),Yves Lavigne,"April 25, 2015","Montreal, Quebec, Canada",UFC Flyweight Title Bout,Red,121,66,91,31,208,149,127,61,22,14,5,1,56,21,70,18,40,31,13,8,25,14,8,5,86,39,75,21,23,16,16,10,12,11,0,0,Flyweight,5,160.02,125.0,167.64000000000001,Orthodox,"Aug 13, 1986",165.1,125.0,167.64000000000001,Orthodox,"Oct 12, 1990"
Rampage Jackson,Fabio Maldonado,0,0,0.46,0.5,0.0,1.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 25, 2015","Montreal, Quebec, Canada",Catch Weight Bout,Red,211,99,134,67,230,114,162,94,0,0,1,1,160,59,87,37,41,31,45,29,10,9,2,1,155,67,113,55,56,32,21,12,0,0,0,0,Catch Weight,3,185.42,205.0,185.42000000000002,Orthodox,"Jun 20, 1978",185.42,205.0,190.5,Orthodox,"Mar 17, 1980"
Michael Bisping,CB Dollaway,0,1,0.37,0.35,0.0,0.25,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,"April 25, 2015","Montreal, Quebec, Canada",Middleweight Bout,Red,202,75,131,47,207,80,134,49,0,0,8,2,176,56,115,36,8,4,8,4,18,15,8,7,193,69,114,40,1,1,3,1,8,5,14,6,Middleweight,3,185.42,185.0,190.5,Orthodox,"Feb 28, 1979",187.96,185.0,193.04,Orthodox,"Aug 10, 1983"
John Makdessi,Shane Campbell,2,0,0.47,0.43,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:53,3 Rnd (5-5-5),Philippe Chartier,"April 25, 2015","Montreal, Quebec, Canada",Catch Weight Bout,Red,98,47,57,25,114,59,57,25,2,0,3,0,82,39,28,5,13,7,14,7,3,1,15,13,56,26,54,24,13,6,3,1,29,15,0,0,Catch Weight,3,172.72,155.0,172.72,Orthodox,"May 03, 1985",182.88,155.0,180.34,Orthodox,"Jan 21, 1987"
Yves Jabouin,Thomas Almeida,0,0,0.35,0.41,1.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:18,3 Rnd (5-5-5),Yves Lavigne,"April 25, 2015","Montreal, Quebec, Canada",Bantamweight Bout,Blue,56,20,75,31,56,20,76,32,1,1,0,0,43,12,58,18,13,8,9,7,0,0,8,6,53,18,62,24,3,2,13,7,0,0,0,0,Bantamweight,3,170.18,135.0,172.72,Orthodox,"May 30, 1979",170.18,135.0,177.8,Southpaw,"Jul 31, 1991"
Patrick Cote,Joe Riggs,0,0,0.43,0.6,0.5,1.0,1,0,6,5,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 25, 2015","Montreal, Quebec, Canada",Welterweight Bout,Red,48,21,35,21,151,110,61,47,6,3,2,2,26,11,28,15,14,6,3,3,8,4,4,3,30,8,19,9,8,6,12,9,10,7,4,3,Welterweight,3,180.34,170.0,180.34,Orthodox,"Feb 29, 1980",182.88,185.0,177.8,Southpaw,"Sep 23, 1982"
Alexis Davis,Sarah Kaufman,0,0,0.34,0.5,0.33,0.0,1,0,1,0,0,0,Submission,2,3:07,3 Rnd (5-5-5),Jerin Valel,"April 25, 2015","Montreal, Quebec, Canada",Women's Bantamweight Bout,Red,99,34,130,65,106,40,141,76,3,1,0,0,77,18,90,37,11,7,12,8,11,9,28,20,91,29,111,47,8,5,12,11,0,0,7,7,Women's Bantamweight,3,167.64000000000001,125.0,172.72,Orthodox,"Oct 04, 1984",165.1,135.0,170.18,Orthodox,"Sep 20, 1985"
Chad Laprise,Bryan Barberena,0,0,0.48,0.46,0.0,0.33,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,"April 25, 2015","Montreal, Quebec, Canada",Lightweight Bout,Red,172,84,202,94,172,84,207,99,1,0,3,1,132,52,122,36,29,21,34,21,11,11,46,37,163,78,173,72,9,6,27,22,0,0,2,0,Lightweight,3,177.8,170.0,180.34,Orthodox,"Jul 23, 1986",182.88,170.0,182.88,Southpaw,"May 03, 1989"
Olivier Aubin-Mercier,David Michaud,1,0,0.56,0.32,0.2,0.0,1,0,2,0,0,0,Submission,3,1:35,3 Rnd (5-5-5),Yves Lavigne,"April 25, 2015","Montreal, Quebec, Canada",Lightweight Bout,Red,86,49,52,17,127,82,57,22,15,3,0,0,55,22,47,14,16,12,4,3,15,15,1,0,55,23,43,12,26,22,7,4,5,4,2,1,Lightweight,3,175.26,155.0,177.8,Southpaw,"Feb 23, 1989",175.26,155.0,182.88,Orthodox,"Nov 10, 1988"
Nordine Taleb,Chris Clements,0,0,0.56,0.27,1.0,0.0,0,1,5,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 25, 2015","Montreal, Quebec, Canada",Welterweight Bout,Red,64,36,62,17,97,64,75,29,6,6,0,0,50,26,39,4,10,7,8,5,4,3,15,8,27,12,52,14,7,5,10,3,30,19,0,0,Welterweight,3,185.42,170.0,187.96,Orthodox,"Jun 10, 1981",177.8,170.0,177.8,Orthodox,"Feb 09, 1976"
Jessica Rakoczy,Valerie Letourneau,0,0,0.42,0.3,0.2,1.0,1,2,2,4,1,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,"April 25, 2015","Montreal, Quebec, Canada",Women's Strawweight Bout,Blue,107,46,124,38,125,60,136,50,5,1,2,2,78,26,93,17,24,17,14,10,5,3,17,11,84,29,101,27,14,11,22,10,9,6,1,1,Women's Strawweight,3,170.18,115.0,172.72,Orthodox,"Apr 14, 1977",170.18,115.0,172.72,Orthodox,"Apr 29, 1983"
Randa Markos,Aisling Daly,0,0,0.34,0.41,0.5,0.4,1,1,4,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,"April 25, 2015","Montreal, Quebec, Canada",Women's Strawweight Bout,Red,52,18,65,27,171,131,92,50,4,2,5,2,48,15,50,15,2,2,10,9,2,1,5,3,42,11,43,9,6,3,14,12,4,4,8,6,Women's Strawweight,3,162.56,115.0,160.02,Orthodox,"Aug 10, 1985",157.48000000000002,115.0,162.56,,"Dec 24, 1987"
Lyoto Machida,Luke Rockhold,0,0,0.48,0.52,0.0,1.0,0,2,0,4,0,0,Submission,2,2:31,5 Rnd (5-5-5-5-5),Keith Peterson,"April 18, 2015","Newark, New Jersey, USA",Middleweight Bout,Blue,27,13,44,23,33,19,63,39,0,0,1,1,20,7,34,14,1,0,4,4,6,6,6,5,25,12,23,11,0,0,1,1,2,1,20,11,Middleweight,5,185.42,185.0,187.96,Southpaw,"May 30, 1978",190.5,185.0,195.58,Southpaw,"Oct 17, 1984"
Jacare Souza,Chris Camozzi,0,0,0.66,0.5,1.0,0.0,1,0,1,0,0,0,Submission,1,2:33,3 Rnd (5-5-5),Dan Miragliotta,"April 18, 2015","Newark, New Jersey, USA",Middleweight Bout,Red,9,6,14,7,13,10,14,7,1,1,0,0,4,2,8,2,5,4,1,0,0,0,5,5,8,5,14,7,0,0,0,0,1,1,0,0,Middleweight,3,185.42,185.0,182.88,Orthodox,"Dec 07, 1979",187.96,185.0,193.04,Orthodox,"Nov 20, 1986"
Cub Swanson,Max Holloway,0,0,0.41,0.41,0.0,0.0,0,3,0,2,0,0,Submission,3,3:58,3 Rnd (5-5-5),Gasper Oliver,"April 18, 2015","Newark, New Jersey, USA",Featherweight Bout,Blue,136,56,198,82,138,58,202,86,3,0,0,0,98,29,163,51,15,10,28,24,23,17,7,7,133,54,185,73,2,2,5,4,1,0,8,5,Featherweight,3,172.72,145.0,177.8,Orthodox,"Nov 02, 1983",180.34,155.0,175.26,Orthodox,"Dec 04, 1991"
Felice Herrig,Paige VanZant,0,0,0.59,0.72,0.0,0.4,1,0,1,6,1,2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,"April 18, 2015","Newark, New Jersey, USA",Women's Strawweight Bout,Blue,47,28,92,67,67,44,241,199,4,0,5,2,24,12,67,45,20,14,17,14,3,2,8,8,20,8,15,8,24,18,27,22,3,2,50,37,Women's Strawweight,3,162.56,115.0,165.1,Orthodox,"Sep 18, 1984",162.56,115.0,165.1,Orthodox,"Mar 26, 1994"
